model,dataset,stem,label,score
audioseal,bonafide,E_0002630776,1,1.0
audioseal,bonafide,E_0002656973,0,0.04719631001353264
audioseal,bonafide,E_0002656973,1,1.0
audioseal,bonafide,E_0002680054,0,0.0
audioseal,bonafide,E_0002680054,1,1.0
audioseal,bonafide,E_0002725754,0,0.09628516435623169
audioseal,bonafide,E_0002725754,1,1.0
audioseal,bonafide,E_0002859244,0,0.0
audioseal,bonafide,E_0002859244,1,1.0
audioseal,bonafide,E_0002863972,0,0.0
audioseal,bonafide,E_0002863972,1,0.9998053312301636
audioseal,bonafide,E_0002886025,0,0.36658161878585815
audioseal,bonafide,E_0002886025,1,1.0
audioseal,bonafide,E_0002912954,0,0.0
audioseal,bonafide,E_0002912954,1,0.9999938011169434
audioseal,bonafide,E_0002915842,0,0.3126922845840454
audioseal,bonafide,E_0002915842,1,1.0
audioseal,bonafide,E_0003062603,0,0.010599348694086075
audioseal,bonafide,E_0003062603,1,1.0
audioseal,bonafide,E_0003093582,0,0.0
audioseal,bonafide,E_0003093582,1,1.0
audioseal,bonafide,E_0003114464,0,0.0
audioseal,bonafide,E_0003114464,1,0.9999563694000244
audioseal,bonafide,E_0003175356,0,0.0
audioseal,bonafide,E_0003175356,1,1.0
audioseal,bonafide,E_0003192071,0,0.04932204261422157
audioseal,bonafide,E_0003192071,1,1.0
audioseal,bonafide,E_0003238793,0,0.00033983090543188155
audioseal,bonafide,E_0003238793,1,1.0
audioseal,bonafide,E_0003245853,0,0.0
audioseal,bonafide,E_0003245853,1,1.0
audioseal,bonafide,E_0003250772,0,0.036328814923763275
audioseal,bonafide,E_0003250772,1,0.9997923374176025
audioseal,bonafide,E_0003264376,0,0.0
audioseal,bonafide,E_0003264376,1,1.0
audioseal,bonafide,E_0003340971,0,0.0
audioseal,bonafide,E_0003340971,1,1.0
audioseal,bonafide,E_0003374849,0,0.0
audioseal,bonafide,E_0003374849,1,1.0
audioseal,bonafide,E_0003386003,0,0.0
audioseal,bonafide,E_0003386003,1,1.0
audioseal,bonafide,E_0003410016,0,0.041896071285009384
audioseal,bonafide,E_0003410016,1,0.9997223615646362
audioseal,bonafide,E_0003417392,0,0.0
audioseal,bonafide,E_0003417392,1,1.0
audioseal,bonafide,E_0003422207,0,0.0
audioseal,bonafide,E_0003422207,1,1.0
audioseal,bonafide,E_0003446314,0,0.0004309760988689959
audioseal,bonafide,E_0003446314,1,1.0
audioseal,bonafide,E_0003451380,0,0.00018038331472780555
audioseal,bonafide,E_0003451380,1,0.9993536472320557
audioseal,bonafide,E_0003469451,0,0.08454801887273788
audioseal,bonafide,E_0003469451,1,1.0
audioseal,bonafide,E_0003598052,0,0.10515192896127701
audioseal,bonafide,E_0003598052,1,1.0
audioseal,bonafide,E_0003614368,0,0.008713341318070889
audioseal,bonafide,E_0003614368,1,1.0
audioseal,bonafide,E_0003617108,0,0.04665205627679825
audioseal,bonafide,E_0003617108,1,1.0
audioseal,bonafide,E_0003655472,0,0.0
audioseal,bonafide,E_0003655472,1,1.0
audioseal,bonafide,E_0003669179,0,0.0
audioseal,bonafide,E_0003669179,1,1.0
audioseal,bonafide,E_0003705828,0,0.0015567636583000422
audioseal,bonafide,E_0003705828,1,0.9996077418327332
audioseal,bonafide,E_0003786480,0,0.0
audioseal,bonafide,E_0003786480,1,1.0
audioseal,bonafide,E_0003800280,0,0.0
audioseal,bonafide,E_0003800280,1,1.0
audioseal,bonafide,E_0003814591,0,0.000739644980058074
audioseal,bonafide,E_0003814591,1,1.0
audioseal,bonafide,E_0003840147,0,0.08774013072252274
audioseal,bonafide,E_0003840147,1,1.0
audioseal,bonafide,E_0003858828,0,0.0
audioseal,bonafide,E_0003858828,1,1.0
audioseal,bonafide,E_0003864715,0,0.04966235160827637
audioseal,bonafide,E_0003864715,1,1.0
audioseal,bonafide,E_0003899938,0,0.0
audioseal,bonafide,E_0003899938,1,1.0
audioseal,bonafide,E_0003918928,0,0.06822501868009567
audioseal,bonafide,E_0003918928,1,1.0
audioseal,bonafide,E_0003937243,0,0.0
audioseal,bonafide,E_0003937243,1,1.0
audioseal,bonafide,E_0003974242,0,0.0
audioseal,bonafide,E_0003974242,1,1.0
audioseal,bonafide,E_0004036220,0,0.0
audioseal,bonafide,E_0004036220,1,1.0
audioseal,bonafide,E_0004040465,0,0.0
audioseal,bonafide,E_0004040465,1,0.9997575283050537
audioseal,bonafide,E_0004056257,0,0.0
audioseal,bonafide,E_0004056257,1,0.999923825263977
audioseal,bonafide,E_0004130722,0,0.0778975784778595
audioseal,bonafide,E_0004130722,1,1.0
audioseal,bonafide,E_0004142801,0,0.0027259746566414833
audioseal,bonafide,E_0004142801,1,1.0
audioseal,bonafide,E_0004152212,0,0.0
audioseal,bonafide,E_0004152212,1,1.0
audioseal,bonafide,E_0004158061,0,0.0663905143737793
audioseal,bonafide,E_0004158061,1,1.0
audioseal,bonafide,E_0004199501,0,0.07007366418838501
audioseal,bonafide,E_0004199501,1,1.0
audioseal,bonafide,E_0004237385,0,0.2342948019504547
audioseal,bonafide,E_0004237385,1,1.0
audioseal,bonafide,E_0004271474,0,0.0
audioseal,bonafide,E_0004271474,1,1.0
audioseal,bonafide,E_0004291424,0,0.0003719357482623309
audioseal,bonafide,E_0004291424,1,1.0
audioseal,bonafide,E_0004332877,0,0.0
audioseal,bonafide,E_0004332877,1,1.0
audioseal,bonafide,E_0004383331,0,0.0
audioseal,bonafide,E_0004383331,1,1.0
audioseal,bonafide,E_0004395059,0,0.0018269283464178443
audioseal,bonafide,E_0004395059,1,1.0
audioseal,bonafide,E_0004427089,0,0.0
audioseal,bonafide,E_0004427089,1,0.9998747706413269
audioseal,bonafide,E_0004467207,0,0.0
audioseal,bonafide,E_0004467207,1,1.0
audioseal,bonafide,E_0004539933,0,0.0
audioseal,bonafide,E_0004539933,1,1.0
audioseal,bonafide,E_0004660757,0,0.0
audioseal,bonafide,E_0004660757,1,1.0
audioseal,bonafide,E_0004685199,0,0.0
audioseal,bonafide,E_0004685199,1,1.0
audioseal,bonafide,E_0004687768,0,0.0
audioseal,bonafide,E_0004687768,1,1.0
audioseal,bonafide,E_0004799770,0,0.0
audioseal,bonafide,E_0004799770,1,1.0
audioseal,bonafide,E_0004813037,0,0.031604062765836716
audioseal,bonafide,E_0004813037,1,0.9992243051528931
audioseal,bonafide,E_0004837668,0,0.0
audioseal,bonafide,E_0004837668,1,1.0
audioseal,bonafide,E_0004912869,0,0.32764381170272827
audioseal,bonafide,E_0004912869,1,1.0
audioseal,bonafide,E_0004926975,0,0.00024558795848861337
audioseal,bonafide,E_0004926975,1,0.9999113082885742
audioseal,bonafide,E_0005073239,0,0.0
audioseal,bonafide,E_0005073239,1,1.0
audioseal,bonafide,E_0005177117,0,0.023350752890110016
audioseal,bonafide,E_0005177117,1,1.0
audioseal,bonafide,E_0005226072,0,0.0
audioseal,bonafide,E_0005226072,1,1.0
audioseal,bonafide,E_0005335968,0,0.0
audioseal,bonafide,E_0005335968,1,1.0
audioseal,bonafide,E_0005337995,0,0.0
audioseal,bonafide,E_0005337995,1,1.0
audioseal,bonafide,E_0005411438,0,0.00965997762978077
audioseal,bonafide,E_0005411438,1,1.0
audioseal,bonafide,E_0005414533,0,0.0
audioseal,bonafide,E_0005414533,1,1.0
audioseal,bonafide,E_0005439429,0,0.0
audioseal,bonafide,E_0005439429,1,1.0
audioseal,bonafide,E_0005445065,0,0.11758600920438766
audioseal,bonafide,E_0005445065,1,1.0
audioseal,bonafide,E_0005488466,0,0.0
audioseal,bonafide,E_0005488466,1,1.0
audioseal,bonafide,E_0005506690,0,0.0
audioseal,bonafide,E_0005506690,1,1.0
audioseal,bonafide,E_0005532275,0,0.06220569461584091
audioseal,bonafide,E_0005532275,1,1.0
audioseal,bonafide,E_0005639152,0,0.0
audioseal,bonafide,E_0005639152,1,1.0
audioseal,bonafide,E_0005646317,0,0.0
audioseal,bonafide,E_0005646317,1,1.0
audioseal,bonafide,E_0005768825,0,0.0
audioseal,bonafide,E_0005768825,1,1.0
audioseal,bonafide,E_0005838984,0,0.0
audioseal,bonafide,E_0005838984,1,1.0
audioseal,bonafide,E_0005870435,0,0.0
audioseal,bonafide,E_0005870435,1,1.0
audioseal,bonafide,E_0005904455,0,0.0
audioseal,bonafide,E_0005904455,1,1.0
audioseal,bonafide,E_0005922616,0,0.0
audioseal,bonafide,E_0005922616,1,1.0
audioseal,bonafide,E_0005936204,0,0.0
audioseal,bonafide,E_0005936204,1,1.0
audioseal,bonafide,E_0005951172,0,0.0
audioseal,bonafide,E_0005951172,1,1.0
audioseal,bonafide,E_0005990368,0,0.15295666456222534
audioseal,bonafide,E_0005990368,1,1.0
audioseal,bonafide,E_0006009442,0,0.004290349315851927
audioseal,bonafide,E_0006009442,1,0.9999865889549255
audioseal,bonafide,E_0006035457,0,0.0
audioseal,bonafide,E_0006035457,1,1.0
audioseal,bonafide,E_0006051703,0,0.0
audioseal,bonafide,E_0006051703,1,1.0
audioseal,bonafide,E_0006117356,0,0.0
audioseal,bonafide,E_0006117356,1,1.0
audioseal,bonafide,E_0006199198,0,0.0
audioseal,bonafide,E_0006199198,1,1.0
audioseal,bonafide,E_0006252764,0,0.0017495889915153384
audioseal,bonafide,E_0006252764,1,1.0
audioseal,bonafide,E_0006306557,0,0.0
audioseal,bonafide,E_0006306557,1,0.9999668002128601
audioseal,bonafide,E_0006307163,0,0.029606789350509644
audioseal,bonafide,E_0006307163,1,1.0
audioseal,bonafide,E_0006322730,0,0.0
audioseal,bonafide,E_0006322730,1,1.0
audioseal,bonafide,E_0006331990,0,0.0
audioseal,bonafide,E_0006331990,1,1.0
audioseal,bonafide,E_0006343730,0,0.0
audioseal,bonafide,E_0006343730,1,1.0
audioseal,bonafide,E_0006380916,0,0.023998554795980453
audioseal,bonafide,E_0006380916,1,0.9999688267707825
audioseal,bonafide,E_0006383524,0,0.3494340479373932
audioseal,bonafide,E_0006383524,1,1.0
audioseal,bonafide,E_0006486824,0,0.021711433306336403
audioseal,bonafide,E_0006486824,1,1.0
audioseal,bonafide,E_0006493105,0,0.1606093794107437
audioseal,bonafide,E_0006493105,1,1.0
audioseal,bonafide,E_0006549692,0,0.0
audioseal,bonafide,E_0006549692,1,1.0
audioseal,bonafide,E_0006568546,0,0.0
audioseal,bonafide,E_0006568546,1,1.0
audioseal,bonafide,E_0006569211,0,0.0012750111054629087
audioseal,bonafide,E_0006569211,1,1.0
audioseal,bonafide,E_0006572936,0,0.002928966423496604
audioseal,bonafide,E_0006572936,1,1.0
audioseal,bonafide,E_0006633663,0,0.22060109674930573
audioseal,bonafide,E_0006633663,1,0.9998136758804321
audioseal,bonafide,E_0006656507,0,0.05740093067288399
audioseal,bonafide,E_0006656507,1,1.0
audioseal,bonafide,E_0006680030,0,0.0
audioseal,bonafide,E_0006680030,1,1.0
audioseal,bonafide,E_0006801696,0,0.0017420272342860699
audioseal,bonafide,E_0006801696,1,1.0
audioseal,bonafide,E_0006839596,0,0.00039240127080120146
audioseal,bonafide,E_0006839596,1,1.0
audioseal,bonafide,E_0006967861,0,0.0
audioseal,bonafide,E_0006967861,1,1.0
audioseal,bonafide,E_0006971268,0,0.0
audioseal,bonafide,E_0006971268,1,1.0
audioseal,bonafide,E_0007074049,0,0.018794959411025047
audioseal,bonafide,E_0007074049,1,1.0
audioseal,bonafide,E_0007123817,0,0.0
audioseal,bonafide,E_0007123817,1,1.0
audioseal,bonafide,E_0007124632,0,0.0017943590646609664
audioseal,bonafide,E_0007124632,1,1.0
audioseal,bonafide,E_0007164263,0,0.06175941601395607
audioseal,bonafide,E_0007164263,1,1.0
audioseal,bonafide,E_0007214881,0,0.003751782001927495
audioseal,bonafide,E_0007214881,1,1.0
audioseal,bonafide,E_0007226810,0,0.04675747826695442
audioseal,bonafide,E_0007226810,1,1.0
audioseal,bonafide,E_0007345676,0,0.0
audioseal,bonafide,E_0007345676,1,1.0
audioseal,bonafide,E_0007401217,0,0.0017134551890194416
audioseal,bonafide,E_0007401217,1,1.0
audioseal,bonafide,E_0007476941,0,0.0048920996487140656
audioseal,bonafide,E_0007476941,1,0.9997561573982239
audioseal,bonafide,E_0007482419,0,0.0
audioseal,bonafide,E_0007482419,1,1.0
audioseal,bonafide,E_0007501909,0,0.0022022740449756384
audioseal,bonafide,E_0007501909,1,1.0
audioseal,bonafide,E_0007526735,0,0.0
audioseal,bonafide,E_0007526735,1,1.0
audioseal,bonafide,E_0007632384,0,0.0021604064386337996
audioseal,bonafide,E_0007632384,1,1.0
audioseal,bonafide,E_0007639374,0,0.15277507901191711
audioseal,bonafide,E_0007639374,1,1.0
audioseal,bonafide,E_0007665319,0,0.01410448458045721
audioseal,bonafide,E_0007665319,1,1.0
audioseal,bonafide,E_0007689277,0,0.002490306505933404
audioseal,bonafide,E_0007689277,1,0.9997566342353821
audioseal,bonafide,E_0007701030,0,0.0
audioseal,bonafide,E_0007701030,1,1.0
audioseal,bonafide,E_0007707528,0,0.0032383378129452467
audioseal,bonafide,E_0007707528,1,1.0
audioseal,bonafide,E_0007728666,0,0.01856802962720394
audioseal,bonafide,E_0007728666,1,1.0
audioseal,bonafide,E_0007728797,0,0.006916928105056286
audioseal,bonafide,E_0007728797,1,1.0
audioseal,bonafide,E_0007753686,0,0.004002249334007502
audioseal,bonafide,E_0007753686,1,1.0
audioseal,bonafide,E_0007758447,0,0.10519861429929733
audioseal,bonafide,E_0007758447,1,0.9999128580093384
audioseal,bonafide,E_0007778192,0,0.07990056276321411
audioseal,bonafide,E_0007778192,1,1.0
audioseal,bonafide,E_0007815696,0,0.0
audioseal,bonafide,E_0007815696,1,1.0
audioseal,bonafide,E_0007824690,0,0.0
audioseal,bonafide,E_0007824690,1,0.9997576475143433
audioseal,bonafide,E_0007832397,0,0.0
audioseal,bonafide,E_0007832397,1,1.0
audioseal,bonafide,E_0007849280,0,0.0015105139464139938
audioseal,bonafide,E_0007849280,1,1.0
audioseal,bonafide,E_0007905120,0,0.0
audioseal,bonafide,E_0007905120,1,0.9998605847358704
audioseal,bonafide,E_0008191312,0,0.0
audioseal,bonafide,E_0008191312,1,1.0
audioseal,bonafide,E_0008259657,0,0.0
audioseal,bonafide,E_0008259657,1,1.0
audioseal,bonafide,E_0008481977,0,0.32764917612075806
audioseal,bonafide,E_0008481977,1,1.0
audioseal,bonafide,E_0008512319,0,0.0
audioseal,bonafide,E_0008512319,1,1.0
audioseal,bonafide,E_0008529666,0,0.0
audioseal,bonafide,E_0008529666,1,0.9998947978019714
audioseal,bonafide,E_0008530594,0,0.0
audioseal,bonafide,E_0008530594,1,0.9999718070030212
audioseal,bonafide,E_0008544902,0,0.033761654049158096
audioseal,bonafide,E_0008544902,1,1.0
audioseal,bonafide,E_0008555812,0,0.0
audioseal,bonafide,E_0008555812,1,1.0
audioseal,bonafide,E_0008565928,0,0.0
audioseal,bonafide,E_0008565928,1,1.0
audioseal,bonafide,E_0008572179,0,0.08551701158285141
audioseal,bonafide,E_0008572179,1,0.9997131824493408
audioseal,bonafide,E_0008626619,0,0.0
audioseal,bonafide,E_0008626619,1,1.0
audioseal,bonafide,E_0008638873,0,0.0
audioseal,bonafide,E_0008638873,1,1.0
audioseal,bonafide,E_0008707522,0,0.0
audioseal,bonafide,E_0008707522,1,1.0
audioseal,bonafide,E_0008715769,0,0.0
audioseal,bonafide,E_0008715769,1,1.0
audioseal,bonafide,E_0008793269,0,0.0
audioseal,bonafide,E_0008793269,1,1.0
audioseal,bonafide,E_0008829513,0,0.0
audioseal,bonafide,E_0008829513,1,1.0
audioseal,bonafide,E_0008864076,0,0.001508561079390347
audioseal,bonafide,E_0008864076,1,1.0
audioseal,bonafide,E_0008881764,0,0.0
audioseal,bonafide,E_0008881764,1,1.0
audioseal,bonafide,E_0009026444,0,0.0
audioseal,bonafide,E_0009026444,1,1.0
audioseal,bonafide,E_0009031512,0,0.26658758521080017
audioseal,bonafide,E_0009031512,1,1.0
audioseal,bonafide,E_0009138551,0,0.007857879623770714
audioseal,bonafide,E_0009138551,1,1.0
audioseal,bonafide,E_0009189716,0,0.0
audioseal,bonafide,E_0009189716,1,1.0
audioseal,bonafide,E_0009191360,0,0.0002162260643672198
audioseal,bonafide,E_0009191360,1,1.0
audioseal,bonafide,E_0009240473,0,0.15949665009975433
audioseal,bonafide,E_0009240473,1,1.0
audioseal,bonafide,E_0009356735,0,0.0
audioseal,bonafide,E_0009356735,1,1.0
audioseal,bonafide,E_0009364750,0,0.3242110013961792
audioseal,bonafide,E_0009364750,1,1.0
audioseal,bonafide,E_0009371779,0,0.0
audioseal,bonafide,E_0009371779,1,1.0
audioseal,bonafide,E_0009409434,0,0.0001513947208877653
audioseal,bonafide,E_0009409434,1,1.0
audioseal,bonafide,E_0009497569,0,0.005242464132606983
audioseal,bonafide,E_0009497569,1,1.0
audioseal,bonafide,E_0009568160,0,0.0
audioseal,bonafide,E_0009568160,1,1.0
audioseal,bonafide,E_0009571582,0,0.0025045357178896666
audioseal,bonafide,E_0009571582,1,1.0
audioseal,bonafide,E_0009588917,0,0.0
audioseal,bonafide,E_0009588917,1,1.0
audioseal,bonafide,E_0009596680,0,0.07252831012010574
audioseal,bonafide,E_0009596680,1,1.0
audioseal,bonafide,E_0009616813,0,0.031330935657024384
audioseal,bonafide,E_0009616813,1,0.9997802376747131
audioseal,bonafide,E_0009641835,0,0.0012037644628435373
audioseal,bonafide,E_0009641835,1,1.0
audioseal,bonafide,E_0009644713,0,0.002444029785692692
audioseal,bonafide,E_0009644713,1,1.0
audioseal,bonafide,E_0009692775,0,0.1775822639465332
audioseal,bonafide,E_0009692775,1,1.0
audioseal,bonafide,E_0009701254,0,0.17590577900409698
audioseal,bonafide,E_0009701254,1,1.0
audioseal,bonafide,E_0009716729,0,0.013581308536231518
audioseal,bonafide,E_0009716729,1,1.0
audioseal,bonafide,E_0009738554,0,0.0022809479851275682
audioseal,bonafide,E_0009738554,1,1.0
audioseal,bonafide,E_0009752194,0,0.0005404722178354859
audioseal,bonafide,E_0009752194,1,0.9998315572738647
audioseal,bonafide,E_0009811203,0,0.0
audioseal,bonafide,E_0009811203,1,1.0
audioseal,bonafide,E_0009935498,0,0.0
audioseal,bonafide,E_0009935498,1,1.0
audioseal,bonafide,E_0009960316,0,0.2535487413406372
audioseal,bonafide,E_0009960316,1,1.0
audioseal,bonafide,E_0009974600,0,0.0
audioseal,bonafide,E_0009974600,1,1.0
audioseal,spoofed,E_0000014603,0,0.0
audioseal,spoofed,E_0000014603,1,1.0
audioseal,spoofed,E_0000037116,0,0.008640406653285027
audioseal,spoofed,E_0000037116,1,1.0
audioseal,spoofed,E_0000109302,0,0.0017527906456962228
audioseal,spoofed,E_0000109302,1,1.0
audioseal,spoofed,E_0000168096,0,0.009829084388911724
audioseal,spoofed,E_0000168096,1,1.0
audioseal,spoofed,E_0000181548,0,0.0
audioseal,spoofed,E_0000181548,1,1.0
audioseal,spoofed,E_0000202886,0,0.0006379955448210239
audioseal,spoofed,E_0000202886,1,0.9999709725379944
audioseal,spoofed,E_0000227295,0,0.009183792397379875
audioseal,spoofed,E_0000227295,1,1.0
audioseal,spoofed,E_0000243667,0,0.000578921870328486
audioseal,spoofed,E_0000243667,1,1.0
audioseal,spoofed,E_0000292439,0,0.002905260305851698
audioseal,spoofed,E_0000292439,1,1.0
audioseal,spoofed,E_0000302173,0,0.0
audioseal,spoofed,E_0000302173,1,1.0
audioseal,spoofed,E_0000382391,0,0.089911088347435
audioseal,spoofed,E_0000382391,1,1.0
audioseal,spoofed,E_0000418142,0,0.00555279990658164
audioseal,spoofed,E_0000418142,1,1.0
audioseal,spoofed,E_0000427470,0,0.0
audioseal,spoofed,E_0000427470,1,1.0
audioseal,spoofed,E_0000443885,0,0.037556398659944534
audioseal,spoofed,E_0000443885,1,1.0
audioseal,spoofed,E_0000489018,0,0.0
audioseal,spoofed,E_0000489018,1,1.0
audioseal,spoofed,E_0000540119,0,0.0
audioseal,spoofed,E_0000540119,1,1.0
audioseal,spoofed,E_0000562839,0,0.0
audioseal,spoofed,E_0000562839,1,1.0
audioseal,spoofed,E_0000571047,0,0.1684795320034027
audioseal,spoofed,E_0000571047,1,1.0
audioseal,spoofed,E_0000579112,0,0.0
audioseal,spoofed,E_0000579112,1,1.0
audioseal,spoofed,E_0000588498,0,0.0
audioseal,spoofed,E_0000588498,1,1.0
audioseal,spoofed,E_0000613214,0,0.0
audioseal,spoofed,E_0000613214,1,1.0
audioseal,spoofed,E_0000688876,0,0.019783273339271545
audioseal,spoofed,E_0000688876,1,1.0
audioseal,spoofed,E_0000693450,0,0.0
audioseal,spoofed,E_0000693450,1,0.9999906420707703
audioseal,spoofed,E_0000719088,0,0.04284311458468437
audioseal,spoofed,E_0000719088,1,1.0
audioseal,spoofed,E_0000740495,0,0.0
audioseal,spoofed,E_0000740495,1,1.0
audioseal,spoofed,E_0000797860,0,0.0
audioseal,spoofed,E_0000797860,1,1.0
audioseal,spoofed,E_0000841204,0,0.0
audioseal,spoofed,E_0000841204,1,1.0
audioseal,spoofed,E_0000853746,0,2.4719842258491553e-05
audioseal,spoofed,E_0000853746,1,1.0
audioseal,spoofed,E_0000860935,0,0.0
audioseal,spoofed,E_0000860935,1,1.0
audioseal,spoofed,E_0000869262,0,0.0
audioseal,spoofed,E_0000869262,1,0.9992979764938354
audioseal,spoofed,E_0000933854,0,0.006568144541233778
audioseal,spoofed,E_0000933854,1,1.0
audioseal,spoofed,E_0000960612,0,0.5055004954338074
audioseal,spoofed,E_0000960612,1,1.0
audioseal,spoofed,E_0001161561,0,0.1205114796757698
audioseal,spoofed,E_0001161561,1,1.0
