model,dataset,stem,label,filter_type,band,score
audioseal,bonafide,E_0000106887,1,bandpass,250-500Hz,0.046840280294418335
audioseal,bonafide,E_0000106887,1,bandstop,500-1kHz,0.9841381907463074
audioseal,bonafide,E_0000106887,1,bandpass,500-1kHz,0.00285786553286016
audioseal,bonafide,E_0000106887,1,bandstop,1k-2kHz,0.3059147000312805
audioseal,bonafide,E_0000106887,1,bandpass,1k-2kHz,0.8892064094543457
audioseal,bonafide,E_0000106887,1,bandstop,2k-4kHz,0.9729254841804504
audioseal,bonafide,E_0000106887,1,bandpass,2k-4kHz,0.16356152296066284
audioseal,bonafide,E_0000106887,1,bandstop,4k-8kHz,0.9908521175384521
audioseal,bonafide,E_0000106887,1,bandpass,4k-8kHz,0.030322091653943062
audioseal,bonafide,E_0000246429,0,none,unfiltered,0.003929920960217714
audioseal,bonafide,E_0000246429,0,bandstop,0-250Hz,0.0
audioseal,bonafide,E_0000246429,0,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000246429,0,bandstop,250-500Hz,0.0
audioseal,bonafide,E_0000246429,0,bandpass,250-500Hz,0.0
audioseal,bonafide,E_0000246429,0,bandstop,500-1kHz,0.0036595738492906094
audioseal,bonafide,E_0000246429,0,bandpass,500-1kHz,0.0
audioseal,bonafide,E_0000246429,0,bandstop,1k-2kHz,0.0
audioseal,bonafide,E_0000246429,0,bandpass,1k-2kHz,0.0018726468551903963
audioseal,bonafide,E_0000246429,0,bandstop,2k-4kHz,0.0
audioseal,bonafide,E_0000246429,0,bandpass,2k-4kHz,0.0034090084955096245
audioseal,bonafide,E_0000246429,0,bandstop,4k-8kHz,0.0
audioseal,bonafide,E_0000246429,0,bandpass,4k-8kHz,0.022155258804559708
audioseal,bonafide,E_0000246429,1,none,unfiltered,1.0
audioseal,bonafide,E_0000246429,1,bandstop,0-250Hz,0.9861529469490051
audioseal,bonafide,E_0000246429,1,bandpass,0-250Hz,0.0008967604371719062
audioseal,bonafide,E_0000246429,1,bandstop,250-500Hz,0.988830029964447
audioseal,bonafide,E_0000246429,1,bandpass,250-500Hz,6.593827038159361e-06
audioseal,bonafide,E_0000246429,1,bandstop,500-1kHz,0.5069333910942078
audioseal,bonafide,E_0000246429,1,bandpass,500-1kHz,0.5431599020957947
audioseal,bonafide,E_0000246429,1,bandstop,1k-2kHz,0.0010154492920264602
audioseal,bonafide,E_0000246429,1,bandpass,1k-2kHz,0.5063993334770203
audioseal,bonafide,E_0000246429,1,bandstop,2k-4kHz,0.9813988208770752
audioseal,bonafide,E_0000246429,1,bandpass,2k-4kHz,0.20010286569595337
audioseal,bonafide,E_0000246429,1,bandstop,4k-8kHz,1.0
audioseal,bonafide,E_0000246429,1,bandpass,4k-8kHz,0.008934635668992996
audioseal,bonafide,E_0000257343,0,none,unfiltered,0.0779399499297142
audioseal,bonafide,E_0000257343,0,bandstop,0-250Hz,0.11177150905132294
audioseal,bonafide,E_0000257343,0,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000257343,0,bandstop,250-500Hz,0.06694579124450684
audioseal,bonafide,E_0000257343,0,bandpass,250-500Hz,0.00021959039440844208
audioseal,bonafide,E_0000257343,0,bandstop,500-1kHz,0.060994889587163925
audioseal,bonafide,E_0000257343,0,bandpass,500-1kHz,0.0003147462266497314
audioseal,bonafide,E_0000257343,0,bandstop,1k-2kHz,0.002203223528340459
audioseal,bonafide,E_0000257343,0,bandpass,1k-2kHz,0.0
audioseal,bonafide,E_0000257343,0,bandstop,2k-4kHz,0.03963606432080269
audioseal,bonafide,E_0000257343,0,bandpass,2k-4kHz,0.002378895878791809
audioseal,bonafide,E_0000257343,0,bandstop,4k-8kHz,0.1671595275402069
audioseal,bonafide,E_0000257343,0,bandpass,4k-8kHz,0.00010247551836073399
audioseal,bonafide,E_0000257343,1,none,unfiltered,1.0
audioseal,bonafide,E_0000257343,1,bandstop,0-250Hz,1.0
audioseal,bonafide,E_0000257343,1,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000257343,1,bandstop,250-500Hz,0.9853020906448364
audioseal,bonafide,E_0000257343,1,bandpass,250-500Hz,0.004362529143691063
audioseal,bonafide,E_0000257343,1,bandstop,500-1kHz,0.636775553226471
audioseal,bonafide,E_0000257343,1,bandpass,500-1kHz,0.41618233919143677
audioseal,bonafide,E_0000257343,1,bandstop,1k-2kHz,0.3805501461029053
audioseal,bonafide,E_0000257343,1,bandpass,1k-2kHz,0.9668564796447754
audioseal,bonafide,E_0000257343,1,bandstop,2k-4kHz,0.9077720642089844
audioseal,bonafide,E_0000257343,1,bandpass,2k-4kHz,0.07952100038528442
audioseal,bonafide,E_0000257343,1,bandstop,4k-8kHz,1.0
audioseal,bonafide,E_0000257343,1,bandpass,4k-8kHz,0.0003440249420236796
audioseal,bonafide,E_0000277012,0,none,unfiltered,0.0
audioseal,bonafide,E_0000277012,0,bandstop,0-250Hz,0.0
audioseal,bonafide,E_0000277012,0,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000277012,0,bandstop,250-500Hz,0.0
audioseal,bonafide,E_0000277012,0,bandpass,250-500Hz,0.006308211479336023
audioseal,bonafide,E_0000277012,0,bandstop,500-1kHz,0.0020367319229990244
audioseal,bonafide,E_0000277012,0,bandpass,500-1kHz,0.0
audioseal,bonafide,E_0000277012,0,bandstop,1k-2kHz,0.0
audioseal,bonafide,E_0000277012,0,bandpass,1k-2kHz,0.0
audioseal,bonafide,E_0000277012,0,bandstop,2k-4kHz,0.000594046781770885
audioseal,bonafide,E_0000277012,0,bandpass,2k-4kHz,0.0017962843412533402
audioseal,bonafide,E_0000277012,0,bandstop,4k-8kHz,0.0013153892941772938
audioseal,bonafide,E_0000277012,0,bandpass,4k-8kHz,0.024872174486517906
audioseal,bonafide,E_0000277012,1,none,unfiltered,1.0
audioseal,bonafide,E_0000277012,1,bandstop,0-250Hz,1.0
audioseal,bonafide,E_0000277012,1,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000277012,1,bandstop,250-500Hz,1.0
audioseal,bonafide,E_0000277012,1,bandpass,250-500Hz,0.04627907648682594
audioseal,bonafide,E_0000277012,1,bandstop,500-1kHz,0.9991372227668762
audioseal,bonafide,E_0000277012,1,bandpass,500-1kHz,0.5870031118392944
audioseal,bonafide,E_0000277012,1,bandstop,1k-2kHz,0.5309222340583801
audioseal,bonafide,E_0000277012,1,bandpass,1k-2kHz,0.9717757105827332
audioseal,bonafide,E_0000277012,1,bandstop,2k-4kHz,0.7027078866958618
audioseal,bonafide,E_0000277012,1,bandpass,2k-4kHz,0.22927378118038177
audioseal,bonafide,E_0000277012,1,bandstop,4k-8kHz,1.0
audioseal,bonafide,E_0000277012,1,bandpass,4k-8kHz,0.031371328979730606
audioseal,bonafide,E_0000351484,0,none,unfiltered,0.05659600719809532
audioseal,bonafide,E_0000351484,0,bandstop,0-250Hz,0.33942076563835144
audioseal,bonafide,E_0000351484,0,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000351484,0,bandstop,250-500Hz,0.2228744477033615
audioseal,bonafide,E_0000351484,0,bandpass,250-500Hz,0.0
audioseal,bonafide,E_0000351484,0,bandstop,500-1kHz,0.04127649590373039
audioseal,bonafide,E_0000351484,0,bandpass,500-1kHz,0.0
audioseal,bonafide,E_0000351484,0,bandstop,1k-2kHz,0.0
audioseal,bonafide,E_0000351484,0,bandpass,1k-2kHz,0.0
audioseal,bonafide,E_0000351484,0,bandstop,2k-4kHz,0.015995031222701073
audioseal,bonafide,E_0000351484,0,bandpass,2k-4kHz,0.0
audioseal,bonafide,E_0000351484,0,bandstop,4k-8kHz,0.09248388558626175
audioseal,bonafide,E_0000351484,0,bandpass,4k-8kHz,0.0
audioseal,bonafide,E_0000351484,1,none,unfiltered,1.0
audioseal,bonafide,E_0000351484,1,bandstop,0-250Hz,1.0
audioseal,bonafide,E_0000351484,1,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000351484,1,bandstop,250-500Hz,1.0
audioseal,bonafide,E_0000351484,1,bandpass,250-500Hz,0.0030670082196593285
audioseal,bonafide,E_0000351484,1,bandstop,500-1kHz,0.8314310312271118
audioseal,bonafide,E_0000351484,1,bandpass,500-1kHz,0.5038822889328003
audioseal,bonafide,E_0000351484,1,bandstop,1k-2kHz,0.5676294565200806
audioseal,bonafide,E_0000351484,1,bandpass,1k-2kHz,0.9661231637001038
audioseal,bonafide,E_0000351484,1,bandstop,2k-4kHz,0.8965370059013367
audioseal,bonafide,E_0000351484,1,bandpass,2k-4kHz,0.20453451573848724
audioseal,bonafide,E_0000351484,1,bandstop,4k-8kHz,0.9995962381362915
audioseal,bonafide,E_0000351484,1,bandpass,4k-8kHz,0.0
audioseal,bonafide,E_0000421660,0,none,unfiltered,0.006039970088750124
audioseal,bonafide,E_0000421660,0,bandstop,0-250Hz,0.0012062829919159412
audioseal,bonafide,E_0000421660,0,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000421660,0,bandstop,250-500Hz,0.0003849839267786592
audioseal,bonafide,E_0000421660,0,bandpass,250-500Hz,0.0015313804615288973
audioseal,bonafide,E_0000421660,0,bandstop,500-1kHz,0.0
audioseal,bonafide,E_0000421660,0,bandpass,500-1kHz,0.0
audioseal,bonafide,E_0000421660,0,bandstop,1k-2kHz,0.0
audioseal,bonafide,E_0000421660,0,bandpass,1k-2kHz,0.0019078091718256474
audioseal,bonafide,E_0000421660,0,bandstop,2k-4kHz,0.0
audioseal,bonafide,E_0000421660,0,bandpass,2k-4kHz,0.00781945139169693
audioseal,bonafide,E_0000421660,0,bandstop,4k-8kHz,0.0
audioseal,bonafide,E_0000421660,0,bandpass,4k-8kHz,0.0027889946941286325
audioseal,bonafide,E_0000421660,1,none,unfiltered,1.0
audioseal,bonafide,E_0000421660,1,bandstop,0-250Hz,1.0
audioseal,bonafide,E_0000421660,1,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000421660,1,bandstop,250-500Hz,1.0
audioseal,bonafide,E_0000421660,1,bandpass,250-500Hz,0.26261892914772034
audioseal,bonafide,E_0000421660,1,bandstop,500-1kHz,0.5484309792518616
audioseal,bonafide,E_0000421660,1,bandpass,500-1kHz,0.46572786569595337
audioseal,bonafide,E_0000421660,1,bandstop,1k-2kHz,0.007254808209836483
audioseal,bonafide,E_0000421660,1,bandpass,1k-2kHz,0.9483351707458496
audioseal,bonafide,E_0000421660,1,bandstop,2k-4kHz,0.9905379414558411
audioseal,bonafide,E_0000421660,1,bandpass,2k-4kHz,0.3112723231315613
audioseal,bonafide,E_0000421660,1,bandstop,4k-8kHz,1.0
audioseal,bonafide,E_0000421660,1,bandpass,4k-8kHz,0.006938265636563301
audioseal,bonafide,E_0000430642,0,none,unfiltered,0.0
audioseal,bonafide,E_0000430642,0,bandstop,0-250Hz,0.00010573581675998867
audioseal,bonafide,E_0000430642,0,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000430642,0,bandstop,250-500Hz,0.0016353806713595986
audioseal,bonafide,E_0000430642,0,bandpass,250-500Hz,0.0
audioseal,bonafide,E_0000430642,0,bandstop,500-1kHz,0.002255697501823306
audioseal,bonafide,E_0000430642,0,bandpass,500-1kHz,0.0
audioseal,bonafide,E_0000430642,0,bandstop,1k-2kHz,0.0
audioseal,bonafide,E_0000430642,0,bandpass,1k-2kHz,0.0
audioseal,bonafide,E_0000430642,0,bandstop,2k-4kHz,0.011504056863486767
audioseal,bonafide,E_0000430642,0,bandpass,2k-4kHz,0.0008529355982318521
audioseal,bonafide,E_0000430642,0,bandstop,4k-8kHz,0.007450850680470467
audioseal,bonafide,E_0000430642,0,bandpass,4k-8kHz,0.023586135357618332
audioseal,bonafide,E_0000430642,1,none,unfiltered,1.0
audioseal,bonafide,E_0000430642,1,bandstop,0-250Hz,0.9870085716247559
audioseal,bonafide,E_0000430642,1,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000430642,1,bandstop,250-500Hz,0.9994783997535706
audioseal,bonafide,E_0000430642,1,bandpass,250-500Hz,0.0035950178280472755
audioseal,bonafide,E_0000430642,1,bandstop,500-1kHz,0.9690476059913635
audioseal,bonafide,E_0000430642,1,bandpass,500-1kHz,0.5394500494003296
audioseal,bonafide,E_0000430642,1,bandstop,1k-2kHz,0.05465131998062134
audioseal,bonafide,E_0000430642,1,bandpass,1k-2kHz,0.7914325594902039
audioseal,bonafide,E_0000430642,1,bandstop,2k-4kHz,0.9523554444313049
audioseal,bonafide,E_0000430642,1,bandpass,2k-4kHz,0.28067219257354736
audioseal,bonafide,E_0000430642,1,bandstop,4k-8kHz,1.0
audioseal,bonafide,E_0000430642,1,bandpass,4k-8kHz,0.026955584064126015
audioseal,bonafide,E_0000439319,0,none,unfiltered,0.0014586291508749127
audioseal,bonafide,E_0000439319,0,bandstop,0-250Hz,0.002452562330290675
audioseal,bonafide,E_0000439319,0,bandpass,0-250Hz,0.001955595798790455
audioseal,bonafide,E_0000439319,0,bandstop,250-500Hz,0.014444300904870033
audioseal,bonafide,E_0000439319,0,bandpass,250-500Hz,0.020459532737731934
audioseal,bonafide,E_0000439319,0,bandstop,500-1kHz,0.03504582494497299
audioseal,bonafide,E_0000439319,0,bandpass,500-1kHz,0.0009874789975583553
audioseal,bonafide,E_0000439319,0,bandstop,1k-2kHz,0.00542145362123847
audioseal,bonafide,E_0000439319,0,bandpass,1k-2kHz,0.0
audioseal,bonafide,E_0000439319,0,bandstop,2k-4kHz,0.007183426059782505
audioseal,bonafide,E_0000439319,0,bandpass,2k-4kHz,0.022318316623568535
audioseal,bonafide,E_0000439319,0,bandstop,4k-8kHz,0.006576739251613617
audioseal,bonafide,E_0000439319,0,bandpass,4k-8kHz,0.011184974573552608
audioseal,bonafide,E_0000439319,1,none,unfiltered,1.0
audioseal,bonafide,E_0000439319,1,bandstop,0-250Hz,1.0
audioseal,bonafide,E_0000439319,1,bandpass,0-250Hz,0.03714340925216675
audioseal,bonafide,E_0000439319,1,bandstop,250-500Hz,1.0
audioseal,bonafide,E_0000439319,1,bandpass,250-500Hz,0.02789466828107834
audioseal,bonafide,E_0000439319,1,bandstop,500-1kHz,0.8263521194458008
audioseal,bonafide,E_0000439319,1,bandpass,500-1kHz,0.5624048113822937
audioseal,bonafide,E_0000439319,1,bandstop,1k-2kHz,0.4002646207809448
audioseal,bonafide,E_0000439319,1,bandpass,1k-2kHz,0.9434426426887512
audioseal,bonafide,E_0000439319,1,bandstop,2k-4kHz,0.9371627569198608
audioseal,bonafide,E_0000439319,1,bandpass,2k-4kHz,0.2994901239871979
audioseal,bonafide,E_0000439319,1,bandstop,4k-8kHz,1.0
audioseal,bonafide,E_0000439319,1,bandpass,4k-8kHz,0.0025300115812569857
audioseal,bonafide,E_0000485164,0,none,unfiltered,0.0
audioseal,bonafide,E_0000485164,0,bandstop,0-250Hz,0.0
audioseal,bonafide,E_0000485164,0,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000485164,0,bandstop,250-500Hz,0.0
audioseal,bonafide,E_0000485164,0,bandpass,250-500Hz,0.0
audioseal,bonafide,E_0000485164,0,bandstop,500-1kHz,0.0
audioseal,bonafide,E_0000485164,0,bandpass,500-1kHz,0.0
audioseal,bonafide,E_0000485164,0,bandstop,1k-2kHz,0.0
audioseal,bonafide,E_0000485164,0,bandpass,1k-2kHz,0.0
audioseal,bonafide,E_0000485164,0,bandstop,2k-4kHz,0.0
audioseal,bonafide,E_0000485164,0,bandpass,2k-4kHz,0.0
audioseal,bonafide,E_0000485164,0,bandstop,4k-8kHz,0.0
audioseal,bonafide,E_0000485164,0,bandpass,4k-8kHz,0.0
audioseal,bonafide,E_0000485164,1,none,unfiltered,1.0
audioseal,bonafide,E_0000485164,1,bandstop,0-250Hz,1.0
audioseal,bonafide,E_0000485164,1,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000485164,1,bandstop,250-500Hz,1.0
audioseal,bonafide,E_0000485164,1,bandpass,250-500Hz,0.007337536662817001
audioseal,bonafide,E_0000485164,1,bandstop,500-1kHz,0.7041100263595581
audioseal,bonafide,E_0000485164,1,bandpass,500-1kHz,0.4640865623950958
audioseal,bonafide,E_0000485164,1,bandstop,1k-2kHz,0.0
audioseal,bonafide,E_0000485164,1,bandpass,1k-2kHz,0.9461475610733032
audioseal,bonafide,E_0000485164,1,bandstop,2k-4kHz,0.9315332174301147
audioseal,bonafide,E_0000485164,1,bandpass,2k-4kHz,0.21259626746177673
audioseal,bonafide,E_0000485164,1,bandstop,4k-8kHz,1.0
audioseal,bonafide,E_0000485164,1,bandpass,4k-8kHz,0.0
audioseal,bonafide,E_0000551472,0,none,unfiltered,0.0
audioseal,bonafide,E_0000551472,0,bandstop,0-250Hz,0.0
audioseal,bonafide,E_0000551472,0,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000551472,0,bandstop,250-500Hz,0.0033016358502209187
audioseal,bonafide,E_0000551472,0,bandpass,250-500Hz,0.0
audioseal,bonafide,E_0000551472,0,bandstop,500-1kHz,0.012169665656983852
audioseal,bonafide,E_0000551472,0,bandpass,500-1kHz,0.0
audioseal,bonafide,E_0000551472,0,bandstop,1k-2kHz,0.0
audioseal,bonafide,E_0000551472,0,bandpass,1k-2kHz,0.0
audioseal,bonafide,E_0000551472,0,bandstop,2k-4kHz,0.0
audioseal,bonafide,E_0000551472,0,bandpass,2k-4kHz,0.0
audioseal,bonafide,E_0000551472,0,bandstop,4k-8kHz,0.0
audioseal,bonafide,E_0000551472,0,bandpass,4k-8kHz,0.0
audioseal,bonafide,E_0000551472,1,none,unfiltered,1.0
audioseal,bonafide,E_0000551472,1,bandstop,0-250Hz,1.0
audioseal,bonafide,E_0000551472,1,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000551472,1,bandstop,250-500Hz,1.0
audioseal,bonafide,E_0000551472,1,bandpass,250-500Hz,0.0
audioseal,bonafide,E_0000551472,1,bandstop,500-1kHz,0.7063044905662537
audioseal,bonafide,E_0000551472,1,bandpass,500-1kHz,0.3380083739757538
audioseal,bonafide,E_0000551472,1,bandstop,1k-2kHz,0.14143826067447662
audioseal,bonafide,E_0000551472,1,bandpass,1k-2kHz,0.6039401292800903
audioseal,bonafide,E_0000551472,1,bandstop,2k-4kHz,0.9804357886314392
audioseal,bonafide,E_0000551472,1,bandpass,2k-4kHz,0.0
audioseal,bonafide,E_0000551472,1,bandstop,4k-8kHz,0.9998908638954163
audioseal,bonafide,E_0000551472,1,bandpass,4k-8kHz,0.0
audioseal,bonafide,E_0000627064,0,none,unfiltered,0.0
audioseal,bonafide,E_0000627064,0,bandstop,0-250Hz,0.0
audioseal,bonafide,E_0000627064,0,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000627064,0,bandstop,250-500Hz,0.0
audioseal,bonafide,E_0000627064,0,bandpass,250-500Hz,0.0
audioseal,bonafide,E_0000627064,0,bandstop,500-1kHz,0.0
audioseal,bonafide,E_0000627064,0,bandpass,500-1kHz,0.0
audioseal,bonafide,E_0000627064,0,bandstop,1k-2kHz,0.0
audioseal,bonafide,E_0000627064,0,bandpass,1k-2kHz,0.0
audioseal,bonafide,E_0000627064,0,bandstop,2k-4kHz,0.0
audioseal,bonafide,E_0000627064,0,bandpass,2k-4kHz,0.004609675146639347
audioseal,bonafide,E_0000627064,0,bandstop,4k-8kHz,0.0
audioseal,bonafide,E_0000627064,0,bandpass,4k-8kHz,0.0
audioseal,bonafide,E_0000627064,1,none,unfiltered,1.0
audioseal,bonafide,E_0000627064,1,bandstop,0-250Hz,1.0
audioseal,bonafide,E_0000627064,1,bandpass,0-250Hz,0.0
audioseal,bonafide,E_0000627064,1,bandstop,250-500Hz,1.0
audioseal,bonafide,E_0000627064,1,bandpass,250-500Hz,0.0
audioseal,bonafide,E_0000627064,1,bandstop,500-1kHz,0.9281073212623596
audioseal,bonafide,E_0000627064,1,bandpass,500-1kHz,0.4531024098396301
audioseal,bonafide,E_0000627064,1,bandstop,1k-2kHz,0.07845562696456909
audioseal,bonafide,E_0000627064,1,bandpass,1k-2kHz,0.5864965319633484
audioseal,bonafide,E_0000627064,1,bandstop,2k-4kHz,1.0
audioseal,bonafide,E_0000627064,1,bandpass,2k-4kHz,0.039690084755420685
audioseal,bonafide,E_0000627064,1,bandstop,4k-8kHz,1.0
audioseal,bonafide,E_0000627064,1,bandpass,4k-8kHz,0.0
audioseal,bonafide,E_0000657716,0,none,unfiltered,0.0032143695279955864
