E_0732 E_0001269259 M C01 5 E_0005251748 - bonafide bonafide -
E_4903 E_0001270528 F - 0 - - bonafide bonafide -
E_4720 E_0001278849 M - 0 - AC2 A30 spoof -
E_2918 E_0001291814 M - 0 - - bonafide bonafide -
E_0954 E_0001292524 F C01 5 E_0006247565 - bonafide bonafide -
E_4881 E_0001293097 F C04 5 E_0005833823 AC1 A28 spoof -
E_4632 E_0001316732 M - 0 - - bonafide bonafide -
E_2409 E_0001317040 F - 0 - - bonafide bonafide -
E_0371 E_0001326075 F C04 2 E_0005671599 AC2 A30 spoof -
E_4451 E_0001356245 F - 0 - AC1 A19 spoof -
E_2882 E_0001366709 F C01 1 E_0008460165 AC2 A19 spoof -
E_1742 E_0001409042 M C04 1 E_0007522429 AC2 A21 spoof -
E_3148 E_0001436097 M - 0 - - bonafide bonafide -
E_1889 E_0001436568 M C01 1 E_0009787863 - bonafide bonafide -
E_1791 E_0001438350 F C01 1 E_0007258054 - bonafide bonafide -
E_2918 E_0001443220 M - 0 - - bonafide bonafide -
E_1028 E_0001478630 F C01 5 E_0008147271 AC2 A21 spoof -
E_0124 E_0001502563 F - 0 - AC3 A21 spoof -
E_1791 E_0001521738 F C04 3 E_0006359305 - bonafide bonafide -
E_1133 E_0001525085 M - 0 - AC1 A30 spoof -
E_3267 E_0001578323 F - 0 - AC1 A28 spoof -
E_1192 E_0001585210 M C04 5 E_0000814812 - bonafide bonafide -
E_3339 E_0001589359 M - 0 - AC3 A28 spoof -
E_4145 E_0001595909 M C04 5 E_0006720619 - bonafide bonafide -
E_4881 E_0001596764 F C01 5 E_0004076066 AC1 A19 spoof -
E_2296 E_0001602811 F C04 2 E_0003731121 AC2 A21 spoof -
E_3687 E_0001621932 F C04 2 E_0000867725 AC3 A19 spoof -
E_5117 E_0001664811 F C01 2 E_0005534505 - bonafide bonafide -
E_4326 E_0001706008 F - 0 - AC2 A28 spoof -
E_1028 E_0001706021 F C01 5 E_0001503763 AC3 A21 spoof -
E_2810 E_0001767450 F - 0 - - bonafide bonafide -
E_0357 E_0001779618 F C01 2 E_0004948242 AC1 A30 spoof -
E_2333 E_0001786480 M - 0 - AC3 A21 spoof -
E_4836 E_0001811782 M - 0 - AC1 A28 spoof -
E_4041 E_0001821646 F - 0 - AC1 A19 spoof -
E_2754 E_0001830486 M C01 3 E_0003536003 AC1 A28 spoof -
E_1133 E_0001865690 M C01 1 E_0009616674 AC1 A21 spoof -
E_1654 E_0001870600 M C01 5 E_0008120758 AC2 A28 spoof -
E_5258 E_0001878898 M - 0 - AC3 A28 spoof -
E_4561 E_0001886791 F - 0 - AC2 A21 spoof -
E_1791 E_0001908780 F C04 3 E_0007940782 AC1 A21 spoof -
E_4572 E_0001920630 F - 0 - - bonafide bonafide -
E_4760 E_0001936854 M C04 5 E_0008608986 AC2 A28 spoof -
E_1387 E_0001941524 F C04 2 E_0006558987 AC2 A30 spoof -
E_4869 E_0002000261 M C04 5 E_0004117022 - bonafide bonafide -
E_4460 E_0002018664 F - 0 - - bonafide bonafide -
E_1293 E_0002072198 F C01 2 E_0005821607 - bonafide bonafide -
E_0011 E_0002119027 F C04 3 E_0004095512 AC1 A19 spoof -
E_3559 E_0002138252 M C01 5 E_0009963943 - bonafide bonafide -
E_2099 E_0002141439 M C01 1 E_0005627911 - bonafide bonafide -
E_3690 E_0002144931 F C01 3 E_0000932253 - bonafide bonafide -
E_2749 E_0002159850 M C04 3 E_0006534597 - bonafide bonafide -
E_4849 E_0002219449 M C04 4 E_0009608873 - bonafide bonafide -
E_4360 E_0002243055 F - 0 - - bonafide bonafide -
E_1742 E_0002258045 M - 0 - AC3 A28 spoof -
E_3706 E_0002276859 M - 0 - - bonafide bonafide -
E_3909 E_0002283723 F - 0 - - bonafide bonafide -
E_0602 E_0002303766 M - 0 - - bonafide bonafide -
E_4608 E_0002332281 M C04 4 E_0007301829 AC2 A28 spoof -
E_0117 E_0002395442 M C04 3 E_0002431967 AC1 A30 spoof -
E_4119 E_0002447434 M C01 3 E_0006535475 AC2 A30 spoof -
E_4343 E_0002462619 M C04 2 E_0007060956 - bonafide bonafide -
E_0954 E_0002476724 F C01 5 E_0005666013 AC2 A21 spoof -
E_1370 E_0002480871 F C04 2 E_0004576975 - bonafide bonafide -
E_2926 E_0002481762 F C04 1 E_0005491333 AC1 A21 spoof -
E_3615 E_0002492275 F C01 4 E_0003838774 AC3 A21 spoof -
E_3884 E_0002523775 M C01 3 E_0007263789 AC1 A28 spoof -
E_4855 E_0002533527 M C04 4 E_0008276406 AC1 A30 spoof -
E_2404 E_0002534133 F C04 3 E_0008502531 - bonafide bonafide -
E_3615 E_0002612888 F C01 5 E_0003302235 AC3 A19 spoof -
E_3476 E_0002630776 F C04 5 E_0007444803 - bonafide bonafide -
E_4901 E_0002656973 M C01 5 E_0007349197 - bonafide bonafide -
E_4378 E_0002680054 M - 0 - - bonafide bonafide -
E_4760 E_0002687729 M - 0 - AC2 A28 spoof -
E_0310 E_0002725754 M C04 3 E_0002603993 - bonafide bonafide -
E_3680 E_0002728334 M C04 5 E_0001719432 AC1 A30 spoof -
E_5041 E_0002768385 F C01 3 E_0001809358 AC1 A19 spoof -
E_1742 E_0002810578 M - 0 - AC2 A21 spoof -
E_5298 E_0002833565 F - 0 - AC3 A21 spoof -
E_5108 E_0002859244 F - 0 - - bonafide bonafide -
E_3025 E_0002863972 F - 0 - - bonafide bonafide -
E_5187 E_0002886025 M C04 1 E_0009815912 - bonafide bonafide -
E_2729 E_0002912954 M C01 3 E_0009880165 - bonafide bonafide -
E_3708 E_0002915842 F C04 3 E_0008788467 - bonafide bonafide -
E_0011 E_0002922537 F - 0 - AC3 A19 spoof -
E_0611 E_0002976653 M - 0 - AC2 A19 spoof -
E_0042 E_0002984631 M - 0 - AC2 A19 spoof -
E_2729 E_0003010105 M - 0 - AC3 A30 spoof -
E_5258 E_0003020870 M C04 2 E_0005356369 AC3 A21 spoof -
E_0180 E_0003026131 M C01 3 E_0001727539 AC3 A30 spoof -
E_3297 E_0003035489 F - 0 - AC1 A28 spoof -
E_4119 E_0003062603 M - 0 - - bonafide bonafide -
E_0180 E_0003093582 M - 0 - - bonafide bonafide -
E_4326 E_0003114464 F C01 2 E_0005411301 - bonafide bonafide -
E_2076 E_0003175356 M - 0 - - bonafide bonafide -
E_1884 E_0003192071 M C04 4 E_0000909618 - bonafide bonafide -
E_1010 E_0003212174 F - 0 - AC2 A30 spoof -
E_4793 E_0003222587 F C01 3 E_0001371165 AC1 A28 spoof -
E_0042 E_0003234522 M C04 2 E_0006605530 AC1 A30 spoof -
E_3297 E_0003238793 F - 0 - - bonafide bonafide -
E_3000 E_0003245853 M - 0 - - bonafide bonafide -
E_3680 E_0003250772 M C01 1 E_0004980050 - bonafide bonafide -
E_3131 E_0003264376 F - 0 - - bonafide bonafide -
E_4451 E_0003277436 F C04 5 E_0009350216 AC2 A30 spoof -
E_3339 E_0003286202 M C01 3 E_0008425458 AC2 A30 spoof -
E_2986 E_0003312290 F - 0 - AC3 A28 spoof -
E_3548 E_0003332247 M C04 2 E_0005651101 AC3 A19 spoof -
E_1684 E_0003336437 F - 0 - AC1 A21 spoof -
E_3560 E_0003340157 F - 0 - AC3 A19 spoof -
E_4869 E_0003340971 M C04 5 E_0000900226 - bonafide bonafide -
E_0653 E_0003374849 M - 0 - - bonafide bonafide -
E_0371 E_0003386003 F - 0 - - bonafide bonafide -
E_1387 E_0003410016 F C04 2 E_0007552710 - bonafide bonafide -
E_2928 E_0003417392 F C01 5 E_0009009251 - bonafide bonafide -
E_3751 E_0003422207 M - 0 - - bonafide bonafide -
E_2754 E_0003439865 M C01 1 E_0007386656 AC2 A28 spoof -
E_2165 E_0003446314 F - 0 - - bonafide bonafide -
E_2958 E_0003451380 F C01 3 E_0009383828 - bonafide bonafide -
E_0954 E_0003452038 F C01 2 E_0008305054 AC3 A28 spoof -
E_1439 E_0003469451 M C01 4 E_0007051165 - bonafide bonafide -
E_1387 E_0003483731 F C04 3 E_0007515415 AC2 A30 spoof -
E_4672 E_0003506496 F - 0 - AC3 A21 spoof -
E_4512 E_0003508554 F - 0 - AC2 A21 spoof -
E_5010 E_0003516743 M C01 4 E_0005757911 AC2 A30 spoof -
E_4119 E_0003598052 M C04 3 E_0001094408 - bonafide bonafide -
E_3687 E_0003614368 F C01 1 E_0006623914 - bonafide bonafide -
E_3982 E_0003617108 F - 0 - - bonafide bonafide -
E_3687 E_0003636012 F - 0 - AC1 A19 spoof -
E_1383 E_0003655472 F C01 3 E_0009673714 - bonafide bonafide -
E_2431 E_0003669179 F C01 4 E_0007853591 - bonafide bonafide -
E_3226 E_0003705828 F C01 3 E_0008705404 - bonafide bonafide -
E_5344 E_0003786480 F C01 3 E_0009516603 - bonafide bonafide -
E_2882 E_0003800280 F - 0 - - bonafide bonafide -
E_0060 E_0003814591 M - 0 - - bonafide bonafide -
E_0379 E_0003840147 F C04 4 E_0001735987 - bonafide bonafide -
E_4774 E_0003858828 F - 0 - - bonafide bonafide -
E_4186 E_0003864715 M C04 1 E_0005746466 - bonafide bonafide -
E_5041 E_0003868134 F - 0 - AC1 A21 spoof -
E_5010 E_0003890574 M - 0 - AC2 A19 spoof -
E_3339 E_0003895154 M - 0 - AC2 A28 spoof -
E_1654 E_0003899938 M - 0 - - bonafide bonafide -
E_4337 E_0003918928 F C04 5 E_0000916798 - bonafide bonafide -
E_5077 E_0003937243 F - 0 - - bonafide bonafide -
E_0089 E_0003974242 M - 0 - - bonafide bonafide -
E_2155 E_0003975007 M C04 4 E_0002193610 AC1 A21 spoof -
E_5041 E_0004036220 F - 0 - - bonafide bonafide -
E_0653 E_0004037241 M C01 3 E_0005603892 AC1 A21 spoof -
E_4836 E_0004038216 M C04 1 E_0007775518 AC1 A28 spoof -
E_5218 E_0004040465 M C01 4 E_0008104146 - bonafide bonafide -
E_2986 E_0004056257 F - 0 - - bonafide bonafide -
E_1621 E_0004130722 M C04 5 E_0003698831 - bonafide bonafide -
E_0653 E_0004140330 M - 0 - AC2 A28 spoof -
E_4428 E_0004142801 F - 0 - - bonafide bonafide -
E_0180 E_0004150634 M - 0 - AC1 A30 spoof -
E_3484 E_0004152212 M - 0 - - bonafide bonafide -
E_5185 E_0004158061 F C04 4 E_0006361485 - bonafide bonafide -
E_4760 E_0004180511 M C04 5 E_0004172256 AC2 A28 spoof -
E_2342 E_0004199501 M C04 2 E_0001088783 - bonafide bonafide -
E_2718 E_0004237385 F C04 1 E_0006542417 - bonafide bonafide -
E_0124 E_0004263944 F C04 3 E_0006285729 AC1 A30 spoof -
E_4793 E_0004271474 F - 0 - - bonafide bonafide -
E_0266 E_0004291424 M - 0 - - bonafide bonafide -
E_1439 E_0004298649 M C01 1 E_0005001447 AC3 A28 spoof -
E_0148 E_0004332877 F - 0 - - bonafide bonafide -
E_1742 E_0004367644 M - 0 - AC2 A19 spoof -
E_4961 E_0004383331 F - 0 - - bonafide bonafide -
E_0540 E_0004392253 F - 0 - AC2 A28 spoof -
E_4720 E_0004395059 M - 0 - - bonafide bonafide -
E_4672 E_0004427089 F - 0 - - bonafide bonafide -
E_2632 E_0004467207 M - 0 - - bonafide bonafide -
E_5344 E_0004490708 F - 0 - AC1 A19 spoof -
E_1684 E_0004539933 F - 0 - - bonafide bonafide -
E_5344 E_0004541374 F - 0 - AC1 A21 spoof -
E_2155 E_0004551471 M - 0 - AC1 A28 spoof -
E_3548 E_0004552234 M C01 3 E_0007480874 AC3 A19 spoof -
E_4793 E_0004621745 F - 0 - AC2 A21 spoof -
E_2682 E_0004647660 F - 0 - AC2 A28 spoof -
E_1665 E_0004660757 F - 0 - - bonafide bonafide -
E_4326 E_0004680698 F C04 3 E_0007926523 AC1 A19 spoof -
E_1742 E_0004685199 M C01 4 E_0003042113 - bonafide bonafide -
E_0147 E_0004687768 M - 0 - - bonafide bonafide -
E_1021 E_0004704800 M C01 2 E_0007967711 AC1 A21 spoof -
E_5041 E_0004706635 F C01 4 E_0005571038 AC1 A30 spoof -
E_1654 E_0004790175 M - 0 - AC2 A28 spoof -
E_4570 E_0004799770 F - 0 - - bonafide bonafide -
E_2754 E_0004813037 M - 0 - - bonafide bonafide -
E_0089 E_0004829349 M C04 4 E_0005233983 AC1 A19 spoof -
E_4562 E_0004837668 M C01 1 E_0003494018 - bonafide bonafide -
E_4428 E_0004859830 F - 0 - AC3 A30 spoof -
E_5298 E_0004894264 F C04 3 E_0006477977 AC1 A21 spoof -
E_3267 E_0004912869 F C04 3 E_0004923123 - bonafide bonafide -
E_0648 E_0004926975 F - 0 - - bonafide bonafide -
E_4561 E_0004970342 F C04 2 E_0007305803 AC1 A28 spoof -
E_1665 E_0005012694 F - 0 - AC2 A30 spoof -
E_4760 E_0005073239 M - 0 - - bonafide bonafide -
E_3750 E_0005092163 F - 0 - AC3 A28 spoof -
E_4774 E_0005093203 F C01 1 E_0005246170 AC2 A28 spoof -
E_4774 E_0005094127 F - 0 - AC2 A21 spoof -
E_5258 E_0005113478 M C04 2 E_0006527932 AC3 A30 spoof -
E_4671 E_0005177117 F C04 2 E_0007840593 - bonafide bonafide -
E_1010 E_0005222211 F C01 2 E_0004019694 AC2 A30 spoof -
E_1010 E_0005226072 F C01 1 E_0006590044 - bonafide bonafide -
E_0653 E_0005267978 M C01 2 E_0006909931 AC2 A21 spoof -
E_1594 E_0005309742 M - 0 - AC2 A19 spoof -
E_3360 E_0005335968 F - 0 - - bonafide bonafide -
E_4942 E_0005337995 M - 0 - - bonafide bonafide -
E_0653 E_0005364619 M - 0 - AC3 A28 spoof -
E_4720 E_0005387705 M - 0 - AC2 A19 spoof -
E_2926 E_0005411438 F C04 1 E_0001213787 - bonafide bonafide -
E_3750 E_0005414533 F C01 5 E_0005659732 - bonafide bonafide -
E_5411 E_0005439429 M - 0 - - bonafide bonafide -
E_2754 E_0005444244 M C01 5 E_0008922542 AC1 A21 spoof -
E_2020 E_0005445065 M C04 4 E_0003827780 - bonafide bonafide -
E_4901 E_0005448472 M - 0 - AC1 A19 spoof -
E_1021 E_0005465601 M - 0 - AC1 A21 spoof -
E_2963 E_0005488466 M C01 2 E_0001389120 - bonafide bonafide -
E_5414 E_0005506690 M - 0 - - bonafide bonafide -
E_4855 E_0005532275 M C04 4 E_0007838194 - bonafide bonafide -
E_3152 E_0005582328 F - 0 - AC2 A19 spoof -
E_2881 E_0005610176 F - 0 - AC2 A19 spoof -
E_3267 E_0005626349 F C04 1 E_0008420353 AC2 A30 spoof -
E_0753 E_0005639152 F C01 5 E_0006696333 - bonafide bonafide -
E_2290 E_0005646317 M C01 4 E_0006584811 - bonafide bonafide -
E_1170 E_0005651791 F - 0 - AC3 A19 spoof -
E_1744 E_0005660821 M C04 4 E_0001081858 AC2 A21 spoof -
E_0615 E_0005671523 F C04 2 E_0007067001 AC2 A21 spoof -
E_2729 E_0005698181 M - 0 - AC2 A21 spoof -
E_3152 E_0005763141 F - 0 - AC2 A30 spoof -
E_2800 E_0005768825 M - 0 - - bonafide bonafide -
E_3339 E_0005779091 M C04 1 E_0008425458 AC2 A30 spoof -
E_0117 E_0005785691 M C04 4 E_0006218501 AC1 A19 spoof -
E_5118 E_0005818493 F - 0 - AC3 A28 spoof -
E_4343 E_0005831644 M C04 2 E_0007427120 AC2 A28 spoof -
E_2560 E_0005838984 F C01 5 E_0009883126 - bonafide bonafide -
E_2682 E_0005847401 F - 0 - AC2 A30 spoof -
E_5218 E_0005852589 M - 0 - AC1 A30 spoof -
E_2038 E_0005870435 M C01 2 E_0005601832 - bonafide bonafide -
E_5258 E_0005904455 M - 0 - - bonafide bonafide -
E_4808 E_0005922616 F - 0 - - bonafide bonafide -
E_0738 E_0005936204 F C01 4 E_0007559254 - bonafide bonafide -
E_3615 E_0005951172 F - 0 - - bonafide bonafide -
E_3750 E_0005960350 F - 0 - AC2 A28 spoof -
E_4704 E_0005990368 F C04 1 E_0006925901 - bonafide bonafide -
E_4397 E_0006009442 F - 0 - - bonafide bonafide -
E_4451 E_0006022144 F C01 1 E_0006805225 AC2 A30 spoof -
E_4168 E_0006035457 F - 0 - - bonafide bonafide -
E_3560 E_0006051703 F - 0 - - bonafide bonafide -
E_2754 E_0006082825 M C04 5 E_0004932149 AC1 A28 spoof -
E_0042 E_0006106883 M C04 2 E_0007403624 AC1 A19 spoof -
E_0150 E_0006117356 F - 0 - - bonafide bonafide -
E_4608 E_0006118542 M C04 1 E_0005836734 AC3 A19 spoof -
E_4760 E_0006135494 M C01 5 E_0008052737 AC2 A19 spoof -
E_2718 E_0006142304 F C04 4 E_0007562770 AC1 A19 spoof -
E_5298 E_0006168140 F C01 5 E_0002833565 AC3 A21 spoof -
E_5342 E_0006172546 M - 0 - AC1 A30 spoof -
E_1400 E_0006199198 M - 0 - - bonafide bonafide -
E_0011 E_0006203818 F - 0 - AC3 A19 spoof -
E_0180 E_0006211666 M C01 5 E_0002770904 AC3 A21 spoof -
E_1021 E_0006252764 M C01 2 E_0009520290 - bonafide bonafide -
E_0357 E_0006255348 F - 0 - AC1 A30 spoof -
E_3995 E_0006285134 F - 0 - AC1 A21 spoof -
E_0117 E_0006306557 M - 0 - - bonafide bonafide -
E_0876 E_0006307163 F C04 4 E_0000689454 - bonafide bonafide -
E_0611 E_0006322730 M - 0 - - bonafide bonafide -
E_1852 E_0006331990 M - 0 - - bonafide bonafide -
E_3079 E_0006343730 F C04 3 E_0004229714 - bonafide bonafide -
E_0117 E_0006374044 M - 0 - AC1 A28 spoof -
E_4836 E_0006380916 M C04 5 E_0002581613 - bonafide bonafide -
E_3339 E_0006383524 M C04 2 E_0000962774 - bonafide bonafide -
E_2165 E_0006407657 F C01 1 E_0001361503 AC1 A28 spoof -
E_1854 E_0006486824 M - 0 - - bonafide bonafide -
E_0357 E_0006493105 F C04 2 E_0009435036 - bonafide bonafide -
E_1707 E_0006549692 M - 0 - - bonafide bonafide -
E_2881 E_0006568546 F - 0 - - bonafide bonafide -
E_5010 E_0006569211 M - 0 - - bonafide bonafide -
E_4554 E_0006572936 F - 0 - - bonafide bonafide -
E_2020 E_0006601716 M C01 3 E_0007958016 AC1 A28 spoof -
E_4760 E_0006612027 M - 0 - AC1 A21 spoof -
E_5425 E_0006633663 F C04 1 E_0000709055 - bonafide bonafide -
E_0135 E_0006656507 M C04 5 E_0000545223 - bonafide bonafide -
E_1021 E_0006680030 M - 0 - - bonafide bonafide -
E_0011 E_0006734182 F C04 5 E_0006522730 AC1 A21 spoof -
E_3267 E_0006748188 F - 0 - AC1 A28 spoof -
E_3615 E_0006760490 F - 0 - AC2 A28 spoof -
E_3751 E_0006801696 M - 0 - - bonafide bonafide -
E_1832 E_0006839596 F - 0 - - bonafide bonafide -
E_4942 E_0006928058 M - 0 - AC1 A21 spoof -
E_3564 E_0006967861 M C04 5 E_0000228130 - bonafide bonafide -
E_0124 E_0006971268 F C01 5 E_0008206278 - bonafide bonafide -
E_1707 E_0007031856 M - 0 - AC2 A28 spoof -
E_1400 E_0007044173 M - 0 - AC2 A19 spoof -
E_0595 E_0007074049 M C04 1 E_0006712252 - bonafide bonafide -
E_4722 E_0007123817 M - 0 - - bonafide bonafide -
E_5342 E_0007124632 M C01 2 E_0009639773 - bonafide bonafide -
E_1004 E_0007164263 M C04 4 E_0004031423 - bonafide bonafide -
E_3706 E_0007178506 M - 0 - AC1 A19 spoof -
E_1707 E_0007214881 M C01 5 E_0009314054 - bonafide bonafide -
E_0540 E_0007226810 F C04 1 E_0009717053 - bonafide bonafide -
E_0042 E_0007232647 M - 0 - AC2 A19 spoof -
E_4774 E_0007276592 F C04 2 E_0005987747 AC2 A19 spoof -
E_5342 E_0007321083 M - 0 - AC2 A19 spoof -
E_4881 E_0007345676 F - 0 - - bonafide bonafide -
E_1742 E_0007347932 M C04 1 E_0004476899 AC3 A21 spoof -
E_2729 E_0007397972 M C04 1 E_0008690857 AC3 A21 spoof -
E_5258 E_0007401217 M - 0 - - bonafide bonafide -
E_5010 E_0007454880 M - 0 - AC2 A21 spoof -
E_4608 E_0007461642 M - 0 - AC3 A30 spoof -
E_4905 E_0007476941 M - 0 - - bonafide bonafide -
E_3995 E_0007482419 F - 0 - - bonafide bonafide -
E_5118 E_0007501909 F C04 4 E_0002695297 - bonafide bonafide -
E_4783 E_0007526735 M - 0 - - bonafide bonafide -
E_0653 E_0007544041 M C04 5 E_0001538868 AC2 A30 spoof -
E_3699 E_0007577714 M - 0 - AC2 A21 spoof -
E_4901 E_0007578609 M C04 4 E_0005869282 AC1 A30 spoof -
E_3884 E_0007632384 M C01 2 E_0009812217 - bonafide bonafide -
E_2405 E_0007639374 F C04 3 E_0000708465 - bonafide bonafide -
E_0357 E_0007652850 F - 0 - AC3 A19 spoof -
E_0759 E_0007665319 M C01 1 E_0000339666 - bonafide bonafide -
E_0876 E_0007689277 F - 0 - - bonafide bonafide -
E_3208 E_0007701030 F C04 5 E_0001313736 - bonafide bonafide -
E_2882 E_0007707528 F - 0 - - bonafide bonafide -
E_4784 E_0007728666 F C04 4 E_0009760260 - bonafide bonafide -
E_1758 E_0007728797 F - 0 - - bonafide bonafide -
E_2321 E_0007753686 M - 0 - - bonafide bonafide -
E_3370 E_0007758447 F C04 4 E_0000617584 - bonafide bonafide -
E_1400 E_0007778192 M C04 3 E_0004215892 - bonafide bonafide -
E_4437 E_0007815696 F - 0 - - bonafide bonafide -
E_3904 E_0007824690 M - 0 - - bonafide bonafide -
E_4082 E_0007832397 M - 0 - - bonafide bonafide -
E_2431 E_0007849280 F - 0 - - bonafide bonafide -
E_1594 E_0007893774 M C01 1 E_0008397476 AC1 A19 spoof -
E_2799 E_0007905120 F - 0 - - bonafide bonafide -
E_2281 E_0007916945 F - 0 - AC1 A30 spoof -
E_5118 E_0007922223 F - 0 - AC3 A28 spoof -
E_4672 E_0007967856 F - 0 - AC3 A30 spoof -
E_5108 E_0007981693 F C01 2 E_0006162180 AC1 A30 spoof -
E_2155 E_0007988192 M - 0 - AC2 A19 spoof -
E_3559 E_0008039053 M - 0 - AC3 A21 spoof -
E_1744 E_0008133274 M C04 1 E_0006763169 AC2 A19 spoof -
E_2281 E_0008142959 F - 0 - AC3 A28 spoof -
E_2309 E_0008191312 M C01 2 E_0007622322 - bonafide bonafide -
E_3995 E_0008234408 F - 0 - AC3 A21 spoof -
E_1439 E_0008246230 M C04 1 E_0005423663 AC2 A28 spoof -
E_4562 E_0008254680 M - 0 - AC1 A21 spoof -
E_0011 E_0008259657 F - 0 - - bonafide bonafide -
E_0042 E_0008292813 M C01 5 E_0001468021 AC1 A28 spoof -
E_0611 E_0008308722 M C01 4 E_0001756770 AC1 A21 spoof -
E_3995 E_0008325027 F C01 2 E_0005832511 AC2 A21 spoof -
E_0042 E_0008481977 M C04 2 E_0008172074 - bonafide bonafide -
E_1665 E_0008493026 F - 0 - AC1 A30 spoof -
E_2334 E_0008512319 M - 0 - - bonafide bonafide -
E_3640 E_0008529666 F C01 3 E_0000313388 - bonafide bonafide -
E_2290 E_0008530594 M - 0 - - bonafide bonafide -
E_5141 E_0008544902 M C04 5 E_0009938130 - bonafide bonafide -
E_0540 E_0008555812 F - 0 - - bonafide bonafide -
E_0357 E_0008565928 F C01 4 E_0009435036 - bonafide bonafide -
