E_2296 E_0009240473 F C04 4 E_0004853686 - bonafide bonafide -
E_4677 E_0009356735 M - 0 - - bonafide bonafide -
E_2618 E_0009364750 F C04 1 E_0008087187 - bonafide bonafide -
E_2020 E_0009371779 M - 0 - - bonafide bonafide -
E_3152 E_0009409434 F C01 1 E_0000511203 - bonafide bonafide -
E_1439 E_0009497569 M - 0 - - bonafide bonafide -
E_1594 E_0009568160 M - 0 - - bonafide bonafide -
E_3484 E_0009571582 M C04 4 E_0008225008 - bonafide bonafide -
E_2682 E_0009588917 F - 0 - - bonafide bonafide -
E_5118 E_0009596680 F C04 4 E_0008458722 - bonafide bonafide -
E_2192 E_0009616813 F C04 3 E_0006928935 - bonafide bonafide -
E_1744 E_0009641835 M - 0 - - bonafide bonafide -
E_5130 E_0009644713 M - 0 - - bonafide bonafide -
E_0967 E_0009692775 M C04 1 E_0007061533 - bonafide bonafide -
E_5266 E_0009701254 M C04 3 E_0004148990 - bonafide bonafide -
E_4162 E_0009716729 M - 0 - - bonafide bonafide -
E_5293 E_0009738554 F C04 5 E_0000434376 - bonafide bonafide -
E_1081 E_0009752194 F - 0 - - bonafide bonafide -
E_1256 E_0009811203 F C01 4 E_0008652311 - bonafide bonafide -
E_5258 E_0009935498 M C01 5 E_0006702845 - bonafide bonafide -
E_5218 E_0009960316 M C04 2 E_0004542010 - bonafide bonafide -
E_2155 E_0009974600 M - 0 - - bonafide bonafide -
